trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.3, 'e': 0.19262692343607835}",20,8,22.634882251482257,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.3, 'e': 0.19090105916394634}",25,7,29.332367862909035,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.3, 'e': 0.18919065798198206}",20,2,-28.90147663395143,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
186,False,"{'a': 0.3, 'e': 0.18749558134675456}",20,11,18.948471478481082,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.3, 'e': 0.18581569195612968}",25,17,14.096554240638092,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.3, 'e': 0.1841508537381482}",20,13,12.431911598867273,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.3, 'e': 0.18250093184000432}",20,0,-12.715228668088372,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
190,False,"{'a': 0.3, 'e': 0.1808657926171221}",30,20,20.414408013397406,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.3, 'e': 0.17924530362233052}",20,9,5.54906912175494,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.3, 'e': 0.17763933359513498}",20,6,26.72854996624016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.3, 'e': 0.1760477524510852}",25,8,-8.491515890181669,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
194,False,"{'a': 0.3, 'e': 0.17447043127123835}",25,16,17.90073021298245,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.3, 'e': 0.1729072422917164}",20,15,12.51770887730336,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.3, 'e': 0.17135805889335742}",20,13,10.256155405368041,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.3, 'e': 0.169822755591459}",25,5,19.241949363205645,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.3, 'e': 0.1683012080256144}",25,12,-0.2670207883561373,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
199,False,"{'a': 0.3, 'e': 0.16679329294963877}",20,9,18.315075659278463,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.3, 'e': 0.16529888822158656}",30,15,22.09594223344522,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.3, 'e': 0.16381787279385768}",20,7,9.919333015135415,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.3, 'e': 0.16235012670339283}",20,0,34.57418238307482,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
203,False,"{'a': 0.3, 'e': 0.16089553106195606}",20,0,-5.750300707464778,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
204,False,"{'a': 0.3, 'e': 0.15945396804650522}",30,21,17.543041811385113,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.3, 'e': 0.15802532088964782}",25,4,-88.38530108675359,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 2}",1
206,False,"{'a': 0.3, 'e': 0.15660947387018306}",35,3,49.165778602297586,"{0: 31, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.3, 'e': 0.15520631230372825}",20,0,19.316074104987145,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
208,False,"{'a': 0.3, 'e': 0.15381572253342932}",25,7,-85.34823249424595,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 2}",1
209,False,"{'a': 0.3, 'e': 0.15243759192075457}",35,16,9.69991448013853,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
210,False,"{'a': 0.3, 'e': 0.15107180883637086}",35,20,22.307047997633866,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.3, 'e': 0.14971826265110166}",25,3,-41.533362048524275,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
212,False,"{'a': 0.3, 'e': 0.14837684372696586}",25,7,31.210491693986228,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.3, 'e': 0.14704744340829723}",20,0,13.15708648523992,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
214,False,"{'a': 0.3, 'e': 0.14572995401294303}",25,13,19.725260046944562,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.3, 'e': 0.144424268823542}",30,21,17.79787253219647,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.3, 'e': 0.14313028207887982}",25,13,-28.089249462662377,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
217,False,"{'a': 0.3, 'e': 0.14184788896532274}",30,15,-14.345303289727388,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
218,False,"{'a': 0.3, 'e': 0.14057698560832743}",20,11,19.588223689896473,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.3, 'e': 0.139317469064027}",20,0,32.91395039049953,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
220,False,"{'a': 0.3, 'e': 0.13806923731089285}",30,12,26.76367542281002,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.3, 'e': 0.1368321892414704}",30,24,8.626982904874351,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.3, 'e': 0.13560622465418973}",30,12,15.596500175271514,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.3, 'e': 0.13439124424524895}",25,14,6.998717926118619,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.3, 'e': 0.1331871496005706}",25,13,24.57647466884325,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.3, 'e': 0.13199384318783022}",25,12,25.242120621063215,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.3, 'e': 0.13081122834855588}",20,10,14.673698267611028,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.3, 'e': 0.129639209290299}",30,10,26.84697077165188,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.3, 'e': 0.12847769107887502}",30,18,21.771141100695132,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.3, 'e': 0.12732657963067387}",30,20,16.162247851964533,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.3, 'e': 0.12618578170503877}",25,0,37.81696591969872,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
231,False,"{'a': 0.3, 'e': 0.12505520489671404}",25,1,30.068551646949288,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.3, 'e': 0.12393475762836008}",25,18,14.17952235595322,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.3, 'e': 0.12282434914313546}",20,13,12.267584144319923,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.3, 'e': 0.12172388949734589}",20,0,17.897761192581918,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
235,False,"{'a': 0.3, 'e': 0.12063328955315832}",30,12,17.224534553956655,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.3, 'e': 0.11955246097138099}",20,10,3.9783271329569,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.3, 'e': 0.11848131620430775}",30,18,21.54102853872841,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.3, 'e': 0.11741976848862698}",20,0,-0.39842990071139717,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
239,False,"{'a': 0.3, 'e': 0.11636773183839319}",20,7,21.120581459578844,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.3, 'e': 0.11532512103806256}",25,19,4.8122041323131,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.3, 'e': 0.11429185163559014}",20,12,13.037963381109519,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.3, 'e': 0.11326783993558948}",25,18,10.904793483753437,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.3, 'e': 0.11225300299255297}",20,16,8.58367593702611,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.3, 'e': 0.11124725860413336}",25,11,14.568444010562537,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.3, 'e': 0.11025052530448527}",20,13,12.913646734531824,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.3, 'e': 0.10926272235766643}",20,9,21.723206482783574,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.3, 'e': 0.10828376975109819}",25,10,28.864396060396455,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.3, 'e': 0.10731358818908407}",25,13,0.022899953486257285,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
249,False,"{'a': 0.3, 'e': 0.10635209908638715}",20,16,7.019596309153724,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.3, 'e': 0.10539922456186433}",20,11,15.047796987821547,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.3, 'e': 0.10445488743215826}",25,9,19.029363810727446,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.3, 'e': 0.10351901120544506}",20,13,10.306499413782293,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.3, 'e': 0.10259152007523867}",20,16,8.16598029628428,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.3, 'e': 0.1016723389142504}",25,17,13.19784130820263,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.3, 'e': 0.10076139326830373}",20,6,25.22759041227683,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.3, 'e': 0.09985860935030323}",30,13,34.81384899802673,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.3, 'e': 0.09896391403425794}",20,8,17.980136444594937,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.3, 'e': 0.0980772348493581}",20,4,4.707138028138042,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.3, 'e': 0.09719849997410487}",25,7,11.784490864445536,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.3, 'e': 0.09632763823049303}",20,11,4.742429080432098,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.3, 'e': 0.09546457907824514}",35,8,-19.16729628755259,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 1}",1
262,False,"{'a': 0.3, 'e': 0.09460925260909797}",20,14,10.357022624359004,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.3, 'e': 0.09376158954113986}",20,6,-1.5136298539346875,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
264,False,"{'a': 0.3, 'e': 0.0929215212131989}",30,22,11.771538965598806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.3, 'e': 0.0920889795792812}",30,0,5.801783878979793,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
266,False,"{'a': 0.3, 'e': 0.09126389720305919}",20,5,24.935362056735695,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.3, 'e': 0.09044620725240926}",20,16,7.457893164499454,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.3, 'e': 0.08963584349399842}",20,4,31.925796197792124,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.3, 'e': 0.08883274028791913}",30,16,13.250526703754181,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.3, 'e': 0.08803683258237259}",25,18,10.101603662665795,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.3, 'e': 0.08724805590839949}",20,6,30.910141477664524,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.3, 'e': 0.08646634637465792}",20,0,26.027811293610668,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
273,False,"{'a': 0.3, 'e': 0.08569164066224835}",35,19,4.251767953881689,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
274,False,"{'a': 0.3, 'e': 0.08492387601958445}",20,10,18.859536217051637,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.3, 'e': 0.0841629902573104}",25,7,-25.815273634037897,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
276,False,"{'a': 0.3, 'e': 0.08340892174326339}",25,15,17.679398824596234,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.3, 'e': 0.08266160939748157}",25,11,22.46745497927317,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.3, 'e': 0.0819209926872563}",30,14,29.40284099427891,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.3, 'e': 0.08118701162222912}",25,6,35.24043347486952,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.3, 'e': 0.08045960674953244}",20,11,-8.21554193304239,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
281,False,"{'a': 0.3, 'e': 0.0797387191489739}",20,9,10.54269286624281,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.3, 'e': 0.07902429042826369}",20,0,27.81754704573111,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.3, 'e': 0.07831626271828482}",20,12,16.09002799848831,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.3, 'e': 0.07761457866840567}",25,8,26.56162034597576,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.3, 'e': 0.0769191814418345}",20,16,8.137897581834903,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.3, 'e': 0.07623001471101583}",25,20,8.265540633250916,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.3, 'e': 0.07554702265306763}",25,15,-5.419469715098291,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
288,False,"{'a': 0.3, 'e': 0.07487014994525978}",25,0,17.119771231845306,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
289,False,"{'a': 0.3, 'e': 0.07419934176053282}",30,12,31.62826438434876,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.3, 'e': 0.0735345437630571}",25,11,27.357237732668427,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.3, 'e': 0.0728757021038313}",25,13,21.404045757595007,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.3, 'e': 0.07222276341632082}",20,12,15.722586650171301,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.3, 'e': 0.07157567481213492}",30,14,29.224293507577627,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.3, 'e': 0.07093438387674295}",20,8,23.486198953128188,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.3, 'e': 0.07029883866522847}",20,15,11.513613861169487,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.3, 'e': 0.06966898769808187}",20,2,31.43411771068526,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.3, 'e': 0.06904477995703044}",25,8,30.869045041113495,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.3, 'e': 0.06842616488090583}",25,16,14.728059951595611,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.3, 'e': 0.06781309236154871}",20,11,7.175899380467296,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.3, 'e': 0.06720551273974978}",20,5,28.12680978126672,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.3, 'e': 0.06660337680122749}",25,16,-36.48361052076382,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
302,False,"{'a': 0.3, 'e': 0.06600663577264156}",35,23,18.417584067833964,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.3, 'e': 0.06541524131764247}",30,12,24.143886886562942,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.3, 'e': 0.06482914553295599}",25,8,29.26341903661375,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.3, 'e': 0.06424830094450311}",20,13,13.942360173547202,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.3, 'e': 0.06367266050355457}",25,16,18.141674528297706,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.3, 'e': 0.06310217758291994}",30,16,4.896150712928792,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
308,False,"{'a': 0.3, 'e': 0.06253680597317077}",20,16,8.026733921729104,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.3, 'e': 0.061976499878897494}",20,5,1.3490332472093114,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
310,False,"{'a': 0.3, 'e': 0.061421213915000154}",20,13,11.240040541975873,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.3, 'e': 0.06087090310301205}",20,15,13.156061894251948,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.3, 'e': 0.060325522867456564}",25,13,13.602032316098764,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.3, 'e': 0.05978502903223641}",25,4,23.378722719601967,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.3, 'e': 0.05924937781705543}",25,14,24.18007290392331,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.3, 'e': 0.058718525833872284}",20,7,21.2523106088199,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.3, 'e': 0.05819243008338615}",20,13,1.696122296619582,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.3, 'e': 0.05767104795155356}",30,18,10.317721423606509,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.3, 'e': 0.05715433720613679}",20,13,12.930419410108604,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.3, 'e': 0.056642255993282896}",20,9,17.522995401404977,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.3, 'e': 0.056134762834133725}",20,3,26.32704819989666,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.3, 'e': 0.055631816621465886}",25,10,13.54604833163735,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.3, 'e': 0.05513337661636116}",30,15,18.366536609494275,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.3, 'e': 0.05463940244490662}",20,0,18.633550463687392,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
324,False,"{'a': 0.3, 'e': 0.05414985409492427}",20,9,17.415432203273195,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.3, 'e': 0.053664691912730135}",20,7,25.51077482949102,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.3, 'e': 0.053183876599922186}",30,13,17.923128740732416,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.3, 'e': 0.05270736921019719}",20,13,13.421680586153478,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.3, 'e': 0.05223513114619603}",25,9,26.89398915051122,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.3, 'e': 0.051767124156377374}",25,12,23.247157012432318,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.3, 'e': 0.051303310331919136}",25,9,28.209775752826154,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.3, 'e': 0.05084365210364794}",25,9,-15.779080994048831,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
332,False,"{'a': 0.3, 'e': 0.05038811223899596}",20,5,-16.765788377224403,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
333,False,"{'a': 0.3, 'e': 0.049936653838985136}",25,19,-7.335410773780948,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
334,False,"{'a': 0.3, 'e': 0.04948924033523821}",20,6,26.805987756779917,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.3, 'e': 0.04904583548701675}",25,0,32.180111148528475,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
336,False,"{'a': 0.3, 'e': 0.048606403378285624}",25,5,22.045132471471085,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.3, 'e': 0.048170908414803745}",25,11,28.93625717225277,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.3, 'e': 0.047739315321240997}",20,12,1.3144982052279408,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.3, 'e': 0.04731158913832081}",20,9,20.625105714872195,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.3, 'e': 0.04688769521998851}",35,17,14.342922075475258,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.3, 'e': 0.04646759923060492}",30,18,13.527492621841839,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.3, 'e': 0.046051267142165266}",25,13,22.852007028162262,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.3, 'e': 0.04563866523154272}",25,13,21.37834374363474,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.3, 'e': 0.045229760077756934}",25,0,15.090394153722304,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
345,False,"{'a': 0.3, 'e': 0.04482451855926687}",25,0,33.870391557256404,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
346,False,"{'a': 0.3, 'e': 0.044422907851287996}",20,0,18.7180563579135,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
347,False,"{'a': 0.3, 'e': 0.04402489542313337}",20,15,7.887891114750974,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.3, 'e': 0.043630449035578694}",30,10,34.19091044552998,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.3, 'e': 0.04323953673825091}",20,9,23.039986723577048,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.3, 'e': 0.04285212686704019}",25,16,15.94024277264925,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.3, 'e': 0.042468188041535175}",20,15,10.326159522870531,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.3, 'e': 0.04208768916248107}",30,19,20.551517764138165,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.3, 'e': 0.04171059940926063}",20,13,13.873123803873114,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.3, 'e': 0.041336888237397666}",20,12,10.229935497927288,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.3, 'e': 0.040966525376082946}",25,12,20.968848739836197,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.3, 'e': 0.04059948082572219}",35,21,28.02729282055222,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.3, 'e': 0.04023572485550615}",25,14,20.740855368206216,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.3, 'e': 0.039875228001002336}",35,26,11.242270038046435,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.3, 'e': 0.039517961061768456}",20,13,13.772363332417074,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.3, 'e': 0.03916389509898708}",30,18,23.729957318152433,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.3, 'e': 0.03881300143312164}",25,0,29.367589860896715,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
362,False,"{'a': 0.3, 'e': 0.038465251641593354}",25,11,24.870184252874676,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.3, 'e': 0.03812061755647895}",20,3,29.535078151655682,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.3, 'e': 0.03777907126222914}",20,16,8.367417256615806,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.3, 'e': 0.037440585093407336}",20,5,29.178665146543498,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.3, 'e': 0.037105131632448794}",30,8,3.1419425352891164,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
367,False,"{'a': 0.3, 'e': 0.036772683707439746}",25,19,14.040760826802444,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
