trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.3, 'e': 0.03644321438991654}",20,14,13.022350341931325,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.3, 'e': 0.03611669699268429}",20,8,13.387267366411233,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
370,False,"{'a': 0.3, 'e': 0.03579310506765532}",25,8,29.807354888872286,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.3, 'e': 0.03547241240370673}",20,0,19.211100681534088,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
372,False,"{'a': 0.3, 'e': 0.03515459302455746}",25,16,16.358193993626454,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.3, 'e': 0.034839621186664005}",30,16,-13.349638367054261,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
374,False,"{'a': 0.3, 'e': 0.03452747137713528}",30,15,28.12870082564728,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.3, 'e': 0.03421811831166605}",30,20,16.181689939619826,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.3, 'e': 0.033911536932488856}",20,14,11.897688983358323,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.3, 'e': 0.03360770240634439}",25,17,17.421173287287978,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.3, 'e': 0.033306590122469906}",25,8,34.641424936512976,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.3, 'e': 0.03300817569060576}",20,11,18.50184471498886,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.3, 'e': 0.03271243493901982}",35,25,17.66941458268176,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.3, 'e': 0.03241934391254951}",20,0,30.99578141273373,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
382,False,"{'a': 0.3, 'e': 0.03212887887066145}",20,11,16.010068320487875,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.3, 'e': 0.03184101628552843}",20,12,13.013972318711286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.3, 'e': 0.031555732840123654}",20,5,29.534909875803386,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.3, 'e': 0.03127300542633206}",25,17,13.513524460719085,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.3, 'e': 0.030992811143078575}",20,12,16.172655194095412,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.3, 'e': 0.030715127294473045}",25,0,41.796882225259715,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
388,False,"{'a': 0.3, 'e': 0.030439931387971905}",20,6,24.4497501962402,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.3, 'e': 0.03016720113255626}",20,11,20.76117567088293,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.3, 'e': 0.02989691443692632}",20,2,26.323134758205065,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.3, 'e': 0.02962904940771196}",20,4,29.743702552624516,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.3, 'e': 0.029363584347699347}",20,14,13.601030987050208,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.3, 'e': 0.02910049775407347}",25,8,16.973999856055784,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.3, 'e': 0.028839768316676423}",20,2,28.505324927572353,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.3, 'e': 0.028581374916281214}",20,8,16.598518455361795,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.3, 'e': 0.028325296622881135}",25,18,9.23820865359882,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.3, 'e': 0.028071512693994403}",20,13,12.943701952111148,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.3, 'e': 0.027820002572984018}",25,17,13.945552135773944,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.3, 'e': 0.02757074588739268}",20,9,19.081749791024865,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.3, 'e': 0.02732372244729257}",20,7,10.452975938717655,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
401,False,"{'a': 0.3, 'e': 0.027078912243649975}",30,21,17.775360676799416,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.3, 'e': 0.02683629544670454}",25,18,13.928452918183305,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.3, 'e': 0.026595852404363084}",25,0,37.744962484738124,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
404,False,"{'a': 0.3, 'e': 0.0263575636406077}",20,9,21.1446549204061,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.3, 'e': 0.026121409853918247}",30,20,20.0368348340549,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.3, 'e': 0.025887371915708866}",20,16,6.620026944316788,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.3, 'e': 0.025655430868778625}",20,9,19.527980190096226,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.3, 'e': 0.025425567925775903}",25,0,37.18609464066291,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
409,False,"{'a': 0.3, 'e': 0.025197764467676638}",25,7,32.5373443097966,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.3, 'e': 0.024972002042276165}",20,10,18.62478090562129,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.3, 'e': 0.024748262362694586}",20,9,20.107587270913015,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.3, 'e': 0.024526527305895548}",30,18,22.89465828206876,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.3, 'e': 0.0243067789112182}",30,12,35.05059494863786,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.3, 'e': 0.024088999378922428}",20,14,7.251517902235959,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.3, 'e': 0.023873171068747034}",35,22,22.118397317530682,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.3, 'e': 0.023659276498480913}",25,0,19.72841942698424,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
417,False,"{'a': 0.3, 'e': 0.02344729834254691}",20,8,19.43028352169128,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.3, 'e': 0.023237219430598498}",20,0,24.599321086700954,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
419,False,"{'a': 0.3, 'e': 0.02302902274612894}",25,14,17.19295171414969,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.3, 'e': 0.02282269142509298}",25,14,23.502729567990848,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.3, 'e': 0.022618208754540795}",20,11,16.471348563730757,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.3, 'e': 0.022415558171264265}",25,16,18.22299593207535,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.3, 'e': 0.022214723260455347}",25,3,31.802933296717804,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.3, 'e': 0.02201568775437645}",30,22,12.739166471254174,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.3, 'e': 0.021818435531042773}",25,16,18.911449973714266,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.3, 'e': 0.021622950612916376}",20,0,32.54625860221098,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
427,False,"{'a': 0.3, 'e': 0.021429217165612004}",20,11,16.717506131448665,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.3, 'e': 0.021237219496614494}",25,15,18.546961465086078,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.3, 'e': 0.0210469420540077}",20,10,16.91517076395529,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.3, 'e': 0.020858369425214726}",25,12,24.002121952871764,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.3, 'e': 0.020671486335749542}",20,14,11.744132500517349,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.3, 'e': 0.020486277647979705}",25,5,34.25468944214394,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.3, 'e': 0.020302728359900272}",25,0,42.3987254918912,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
434,False,"{'a': 0.3, 'e': 0.020120823603918533}",30,18,23.589644749380575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.3, 'e': 0.019940548645649803}",25,7,31.10283873555098,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.3, 'e': 0.019761888882723896}",25,9,8.413812756016181,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
437,False,"{'a': 0.3, 'e': 0.01958482984360232}",30,14,29.104983890128445,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.3, 'e': 0.019409357186406122}",20,5,26.584288765042402,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.3, 'e': 0.019235456697754116}",20,10,19.78274093508154,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.3, 'e': 0.019063114291611644}",25,10,29.07380374596116,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.3, 'e': 0.01889231600814957}",20,6,29.82176148667646,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.3, 'e': 0.018723048012613566}",20,5,22.143476384857195,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.3, 'e': 0.018555296594203435}",35,18,31.58802583140662,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.3, 'e': 0.018389048164962573}",25,11,25.392275703163428,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.3, 'e': 0.018224289258677303}",20,9,19.670739862599042,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.3, 'e': 0.01806100652978616}",20,11,21.94826534676181,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.3, 'e': 0.017899186752298794}",30,18,24.015685024801034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.3, 'e': 0.017738816818724773}",30,8,42.79393498586885,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.3, 'e': 0.017579883739011808}",20,15,10.659688412183286,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.3, 'e': 0.017422374639493515}",25,6,31.103202165993586,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.3, 'e': 0.017266276761846746}",35,13,43.00104764092203,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.3, 'e': 0.01711157746205803}",20,8,21.99712429480327,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.3, 'e': 0.016958264209399526}",25,2,34.09653284721957,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.3, 'e': 0.01680632458541395}",30,16,25.69366068718836,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.3, 'e': 0.016655746282908664}",25,13,23.37917041602071,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.3, 'e': 0.016506517104958845}",20,14,13.032586056884337,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.3, 'e': 0.016358624963919505}",20,7,23.52557091245571,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.3, 'e': 0.016212057880446332}",20,9,22.756490972880428,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.3, 'e': 0.016066803982525454}",25,19,9.97642724343866,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.3, 'e': 0.015922851504511698}",30,16,26.49913807748428,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.3, 'e': 0.015780188786175646}",25,10,29.818967958416206,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.3, 'e': 0.015638804271759132}",30,19,19.886396484583745,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.3, 'e': 0.015498686509039157}",25,12,22.002249381614448,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.3, 'e': 0.015359824148400357}",25,11,22.89252232934126,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.3, 'e': 0.015222205941915569}",30,8,33.4193257883662,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.3, 'e': 0.01508582074243484}",20,9,-21.7336157719866,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
467,False,"{'a': 0.3, 'e': 0.014950657502682459}",25,5,36.96094810504898,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.3, 'e': 0.014816705274362072}",20,1,35.36071078441828,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.3, 'e': 0.014683953207269966}",20,7,21.36638564886962,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.3, 'e': 0.014552390548416136}",20,3,30.501410728975824,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.3, 'e': 0.014422006641153255}",25,10,27.84235309941275,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.3, 'e': 0.014292790924313573}",20,12,12.877868588535936,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.3, 'e': 0.014164732931353353}",20,12,16.60183822310773,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.3, 'e': 0.014037822289505161}",25,14,21.240385469352876,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.3, 'e': 0.013912048718937631}",30,13,28.874347778601518,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.3, 'e': 0.013787402031922757}",25,12,23.632702882349207,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.3, 'e': 0.013663872132010762}",25,17,13.444269897256152,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.3, 'e': 0.01354144901321219}",20,0,30.709685439241394,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
479,False,"{'a': 0.3, 'e': 0.013420122759187495}",30,18,20.994422982268095,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.3, 'e': 0.01329988354244378}",30,12,30.83233958813451,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.3, 'e': 0.01318072162353872}",20,12,16.547128368479584,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.3, 'e': 0.013062627350291747}",25,10,28.343219319190467,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.3, 'e': 0.01294559115700217}",20,8,20.96353278818765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.3, 'e': 0.01282960356367432}",20,3,26.999378943092843,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.3, 'e': 0.012714655175249742}",20,6,24.63426119195461,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.3, 'e': 0.012600736680846106}",25,13,20.316679308527714,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.3, 'e': 0.01248783885300309}",25,11,23.655756579010927,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.3, 'e': 0.012375952546934922}",25,19,10.309243431878292,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.3, 'e': 0.012265068699789616}",30,19,18.483474042894755,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.3, 'e': 0.012155178329914947}",20,6,16.09475475879792,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
491,False,"{'a': 0.3, 'e': 0.012046272536130852}",30,16,23.92779354156214,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.3, 'e': 0.011938342497008501}",20,7,21.480715411369587,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.3, 'e': 0.011831379470155725}",25,8,33.15010169689687,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.3, 'e': 0.011725374791508845}",20,8,20.83343439410113,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.3, 'e': 0.011620319874630945}",30,10,32.09788763008462,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.3, 'e': 0.011516206210016325}",30,8,38.18762854582709,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.3, 'e': 0.011413025364401209}",25,8,31.88123075814782,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.3, 'e': 0.01131076898008071}",20,8,21.72331696104871,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.3, 'e': 0.011209428774231766}",25,10,23.45694325385611,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.3, 'e': 0.011108996538242306}",20,15,7.986304031131202,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.3, 'e': 0.011009464137046315}",20,10,20.359278940385078,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.3, 'e': 0.010910823508464855}",20,9,20.72430604827637,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.3, 'e': 0.010813066662553099}",30,15,30.30982534488027,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.3, 'e': 0.010716185680953061}",20,0,35.08037885414588,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.3, 'e': 0.01062017271625227}",25,10,27.855571242374758,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.3, 'e': 0.010525019991348101}",20,7,29.261887453252434,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.3, 'e': 0.01043071979881779}",20,10,18.270908573113708,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.3, 'e': 0.010337264500294195}",25,14,18.777953701577268,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.3, 'e': 0.01024464652584705}",20,13,11.741188120759759,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.3, 'e': 0.010152858373369763}",20,15,-1.1669017313451588,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
511,False,"{'a': 0.3, 'e': 0.01006189260797182}",20,10,17.759379026259428,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.3, 'e': 0.009971741861376466}",30,20,21.537755361119242,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.3, 'e': 0.00988239883132395}",25,14,21.19308138867147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.3, 'e': 0.009793856280979996}",20,16,10.302150791045806,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.3, 'e': 0.009706107038349598}",25,15,20.14028777166103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.3, 'e': 0.009619143995696142}",25,19,13.603046684508625,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.3, 'e': 0.009532960108965611}",25,16,18.89437866657265,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.3, 'e': 0.009447548397216066}",25,18,13.66319408104891,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.3, 'e': 0.009362901942052165}",20,10,18.804092737581083,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.3, 'e': 0.009279013887064744}",25,8,30.919479373130944,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.3, 'e': 0.009195877437275487}",30,8,39.11993991385935,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.3, 'e': 0.009113485858586519}",30,19,20.81079735645572,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.3, 'e': 0.0090318324772349}",30,23,14.063789090354412,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.3, 'e': 0.008950910679252112}",20,13,13.061300318999077,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.3, 'e': 0.008870713909928258}",25,19,11.151652407252701,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.3, 'e': 0.008791235673281187}",20,0,27.99624442457103,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
527,False,"{'a': 0.3, 'e': 0.008712469531530279}",20,11,18.035877291832758,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.3, 'e': 0.008634409104574973}",30,10,33.47356282335427,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.3, 'e': 0.008557048069478022}",20,0,33.90008849311771,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
530,False,"{'a': 0.3, 'e': 0.008480380159953269}",20,14,12.724587931181894,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.3, 'e': 0.008404399165858131}",20,15,9.37457765707305,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.3, 'e': 0.008329098932690555}",25,17,16.51137421823463,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.3, 'e': 0.008254473361090467}",20,9,16.676804517972883,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.3, 'e': 0.00818051640634577}",25,14,22.961980629533397,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.3, 'e': 0.008107222077902706}",20,6,27.416174042757444,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.3, 'e': 0.00803458443888058}",25,5,35.29433175441229,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.3, 'e': 0.007962597605590932}",20,6,23.494357308147972,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.3, 'e': 0.00789125574706089}",30,20,18.20587667373427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.3, 'e': 0.007820553084560916}",30,17,26.62245642993688,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.3, 'e': 0.007750483891136699}",20,9,19.97976284865758,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.3, 'e': 0.007681042491145245}",20,11,15.014695408392107,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.3, 'e': 0.007612223259795201}",20,12,12.18470954607431,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.3, 'e': 0.007544020622691189}",30,19,22.96825118289662,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.3, 'e': 0.007476429055382319}",30,12,39.71814380976694,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.3, 'e': 0.007409443082914691}",25,13,22.21162911847529,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.3, 'e': 0.007343057279387895}",35,22,25.52798151452188,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.3, 'e': 0.0072772662675155576}",35,7,44.5338383455679,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.3, 'e': 0.007212064718189751}",30,14,29.336736013238816,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.3, 'e': 0.00714744735004932}",25,14,21.575206513615424,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.3, 'e': 0.007083408929052125}",20,3,30.033446587739313,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.3, 'e': 0.007019944268051042}",20,8,19.616797247245383,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.3, 'e': 0.006957048226373836}",20,0,30.021426139798503,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
553,False,"{'a': 0.3, 'e': 0.006894715709406749}",20,2,37.77582750090583,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
